Q0A,Q6A,Q8A,Q00A,Q01A,Q03A,Q08A,Q11A,Q17A,Q19A,Q21A,Q22A,Q25A,Q29A,Result
0,0,0,1,0,1,0,0,1,0,1,0,1,0,Normal
2,2,1,2,2,2,1,0,3,1,3,2,0,0,Severe
3,3,2,3,1,3,3,2,3,2,3,1,3,3,Extremely Severe
0,0,1,0,0,0,1,0,1,1,1,0,0,0,Normal
3,0,3,3,3,3,1,3,1,1,2,0,3,1,Severe
2,1,3,2,3,1,2,1,3,1,1,3,1,2,Severe
1,2,1,3,1,1,3,2,3,1,1,2,1,3,Severe
0,0,0,1,0,1,1,0,0,1,0,1,0,0,Normal
1,1,2,1,1,0,1,1,1,1,0,2,1,1,Moderate
1,1,1,1,1,0,3,1,1,1,1,1,1,1,Moderate
2,1,1,1,1,1,1,1,1,1,1,1,1,1,Moderate
0,2,0,0,0,0,2,0,1,1,1,1,1,0,Normal
1,3,1,2,1,3,3,1,1,1,2,1,1,1,Severe
3,3,1,2,1,2,1,1,0,2,1,1,1,1,Moderate
1,2,1,1,1,1,1,1,1,1,1,1,1,1,Moderate
2,1,1,3,2,1,0,1,2,2,1,2,2,1,Severe
3,3,3,3,3,3,3,3,3,3,3,3,1,3,Extremely Severe
1,1,0,1,0,2,1,0,1,0,0,1,1,1,Mild
0,2,2,0,2,1,1,2,1,2,1,0,1,0,Moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
1,1,1,1,1,1,1,1,1,1,1,1,1,1,Moderate
1,1,1,1,1,0,1,2,0,2,1,0,1,1,Mild
2,2,1,2,0,1,1,0,2,1,2,1,1,1,Moderate
3,3,3,3,1,0,1,0,3,3,1,1,1,1,Severe
1,3,0,3,0,0,3,1,3,3,0,0,0,1,Moderate
0,0,0,1,0,0,2,1,0,0,1,2,1,1,Normal
0,3,0,1,1,0,1,0,0,1,0,0,0,1,Normal
1,1,0,1,0,3,2,1,3,0,1,1,2,1,Moderate
3,1,1,3,3,0,0,1,0,3,2,1,0,1,Moderate
2,2,2,2,2,2,2,1,2,2,2,2,2,1,Severe
3,0,1,1,3,2,0,1,0,2,3,3,2,2,Severe
1,1,1,0,1,0,2,0,2,1,0,1,0,1,Mild
1,0,0,1,0,1,0,0,0,0,0,0,0,0,Normal
1,3,2,3,3,1,3,1,2,1,1,3,1,1,Severe
1,3,1,3,1,3,3,1,3,3,2,2,1,1,Extremely Severe
3,2,3,3,1,2,3,3,3,3,3,1,3,3,Extremely Severe
3,3,1,3,1,1,3,3,3,3,1,1,1,0,Severe
3,1,2,3,1,3,3,2,2,3,1,2,2,1,Extremely Severe
0,1,1,1,0,3,1,1,1,1,2,0,2,2,Moderate
0,1,3,2,0,0,2,1,0,1,1,2,1,0,Moderate
2,3,3,2,1,3,2,3,3,1,1,1,3,2,Extremely Severe
3,0,2,3,2,3,3,1,1,3,1,2,1,2,Severe
1,2,0,3,3,2,3,3,3,2,1,1,1,1,Severe
1,1,1,1,0,0,0,1,0,2,1,0,0,0,Normal
1,1,0,0,0,1,0,1,0,0,0,0,1,0,Normal
1,1,2,2,0,0,2,1,0,0,0,0,0,0,Normal
0,1,0,0,0,0,0,0,0,0,0,1,0,0,Normal
1,1,1,3,3,3,3,1,2,2,1,1,2,1,Severe
2,1,2,3,1,0,3,1,1,2,2,1,1,2,Severe
1,1,2,1,1,1,2,1,2,1,1,0,2,1,Moderate
3,2,3,3,3,3,2,3,3,3,3,3,2,2,Extremely Severe
2,3,1,3,1,3,2,1,2,2,1,1,1,1,Severe
1,1,2,1,2,2,1,1,1,1,1,1,1,1,Moderate
1,1,1,1,1,3,1,0,1,1,0,0,1,0,Mild
1,1,2,1,1,1,1,1,1,1,1,0,1,1,Moderate
1,1,1,1,1,0,1,1,2,1,0,1,1,1,Mild
1,2,2,2,1,2,0,1,2,1,2,1,2,2,Severe
2,1,2,2,1,3,0,2,2,1,2,3,1,2,Severe
2,2,2,3,2,2,2,1,1,2,3,3,1,2,Extremely Severe
2,1,1,3,2,3,0,1,2,1,1,2,0,2,Severe
2,1,1,2,1,3,1,2,0,3,2,0,1,0,Moderate
3,2,2,3,2,1,1,2,1,2,1,2,2,1,Severe
1,1,3,0,3,0,2,1,2,1,2,2,0,0,Moderate
1,0,1,2,0,3,2,0,0,2,1,1,2,0,Moderate
0,1,1,1,1,0,1,0,1,1,1,1,0,1,Mild
2,0,0,2,0,1,1,1,2,1,0,1,0,1,Mild
1,1,0,1,1,1,1,1,0,1,1,1,2,0,Mild
0,0,1,1,0,0,0,0,1,1,1,0,0,0,Normal
2,0,1,2,0,1,1,1,1,1,1,1,1,1,Moderate
3,2,1,3,1,3,2,2,1,2,1,2,1,2,Severe
2,1,1,3,1,3,1,2,2,1,2,1,2,2,Severe
1,3,1,3,1,3,3,1,0,1,0,1,1,1,Moderate
2,2,3,3,2,3,3,2,3,3,3,1,1,2,Extremely Severe
3,1,1,2,0,1,3,1,1,0,1,2,0,1,Moderate
2,3,1,3,3,3,3,2,3,2,1,3,2,2,Extremely Severe
1,2,2,2,1,3,1,0,1,1,3,0,1,2,Moderate
3,3,1,3,2,3,3,2,2,3,3,1,2,2,Extremely Severe
3,1,2,3,1,3,3,3,2,3,1,1,1,2,Extremely Severe
1,0,1,1,1,0,0,0,1,1,1,0,1,1,Normal
3,1,1,2,0,1,1,1,1,1,2,0,1,1,Moderate
1,1,1,2,2,2,1,2,2,2,2,1,1,1,Severe
1,1,1,1,1,1,1,1,1,1,1,1,1,0,Mild
1,1,1,1,0,2,0,1,1,1,1,1,2,1,Moderate
2,1,1,3,1,2,1,1,1,3,1,1,1,1,Moderate
3,3,2,2,2,2,3,1,3,3,1,3,2,2,Extremely Severe
1,3,3,0,3,3,3,1,3,3,3,2,1,3,Extremely Severe
1,1,2,2,2,3,0,3,3,3,1,3,2,3,Extremely Severe
1,2,2,1,2,2,2,1,1,2,1,2,2,1,Severe
3,2,3,3,3,3,3,2,2,3,2,2,2,1,Extremely Severe
1,0,1,1,0,3,2,1,2,1,1,0,1,0,Moderate
2,1,2,2,1,0,2,0,0,3,1,0,2,1,Moderate
1,1,0,0,1,1,3,0,0,2,2,0,2,0,Mild
2,1,0,3,1,2,0,2,2,2,0,0,1,1,Moderate
2,2,3,3,3,2,2,1,2,3,2,3,1,3,Extremely Severe
1,1,1,1,1,1,2,0,0,3,1,1,0,0,Mild
3,3,3,3,3,3,3,3,3,3,3,3,3,3,Extremely Severe
1,2,1,1,1,1,2,1,1,1,2,0,1,0,Moderate
1,1,1,1,2,2,2,0,0,2,0,0,0,0,Mild
0,1,1,1,1,1,1,1,0,1,0,1,0,0,Normal
0,0,0,0,0,2,1,0,0,2,0,1,0,0,Normal
3,2,2,1,2,1,2,2,2,2,2,1,1,1,Severe
3,3,3,3,3,3,2,3,3,3,3,3,3,2,Extremely Severe
3,2,3,3,1,2,1,1,3,3,2,1,2,1,Extremely Severe
2,3,2,3,3,3,3,3,2,3,2,3,2,2,Extremely Severe
0,0,0,1,0,1,1,0,2,1,0,0,1,0,Normal
3,1,2,3,3,1,2,2,3,3,2,3,1,2,Extremely Severe
0,1,1,1,1,1,1,1,1,1,1,1,0,1,Mild
0,1,0,0,0,1,1,0,0,1,0,0,1,0,Normal
3,1,1,3,1,0,1,3,1,1,1,0,1,1,Moderate
1,1,2,3,0,0,2,2,2,0,1,0,0,2,Moderate
3,3,3,2,3,3,3,3,3,3,3,1,3,2,Extremely Severe
3,3,3,3,3,0,0,2,2,3,1,2,2,2,Extremely Severe
3,0,3,3,1,3,3,2,1,1,1,0,0,2,Severe
1,1,0,0,0,1,0,1,0,1,0,0,0,0,Normal
1,1,1,3,1,0,1,1,1,2,0,1,1,2,Moderate
0,0,2,1,1,1,3,0,0,2,1,0,1,3,Moderate
1,3,2,3,1,2,3,1,3,1,1,2,3,1,Severe
2,1,0,1,1,3,3,1,1,1,1,1,1,1,Moderate
2,1,2,2,2,1,2,2,2,3,2,2,2,2,Severe
1,1,1,1,1,3,1,0,0,1,1,0,1,1,Mild
1,1,1,3,1,1,3,1,1,3,1,1,1,1,Moderate
1,2,3,2,3,3,0,2,3,1,2,2,2,3,Extremely Severe
0,1,1,1,0,1,3,0,1,3,0,1,1,1,Moderate
3,3,2,3,3,3,3,2,2,3,3,3,2,2,Extremely Severe
3,3,3,3,3,3,3,3,3,3,3,3,3,3,Extremely Severe
1,3,2,2,2,0,2,2,1,3,3,1,3,3,Extremely Severe
2,1,1,2,1,2,1,1,1,1,1,1,1,0,Moderate
0,3,3,3,3,1,3,1,1,3,1,1,2,1,Severe
1,2,0,1,0,1,2,0,1,0,0,0,0,1,Normal
2,1,2,1,2,2,2,1,1,1,1,2,1,1,Moderate
3,2,2,2,2,2,1,3,3,3,2,2,3,2,Extremely Severe
2,1,2,3,1,2,2,1,3,3,1,1,0,1,Severe
1,1,1,1,0,0,1,2,3,1,3,0,1,1,Moderate
3,3,3,3,3,1,1,2,3,3,2,3,1,3,Extremely Severe
2,2,1,3,1,1,2,2,1,2,1,1,0,1,Moderate
2,3,3,3,3,3,3,2,3,3,3,0,3,3,Extremely Severe
3,0,0,2,0,2,1,0,2,0,1,0,1,0,Mild
1,1,1,1,0,2,1,1,1,2,0,1,2,1,Moderate
1,1,0,1,1,1,1,1,1,1,1,0,0,1,Mild
1,1,1,0,0,1,1,0,1,0,0,0,1,0,Normal
0,2,1,2,2,2,1,2,2,3,3,2,2,2,Severe
0,1,0,3,0,3,0,0,1,3,0,0,0,0,Mild
3,3,2,3,3,3,1,2,3,2,2,2,2,2,Extremely Severe
1,0,1,1,1,1,0,1,2,1,1,1,2,1,Moderate
1,1,1,0,0,1,2,1,1,1,0,0,0,0,Normal
0,0,1,0,0,1,1,0,1,2,1,1,0,1,Normal
1,1,3,1,2,2,1,3,1,2,1,2,3,1,Severe
3,3,3,3,3,3,3,3,3,3,3,3,3,3,Extremely Severe
1,1,1,1,2,2,1,1,1,0,1,1,1,1,Moderate
2,2,1,3,1,1,0,1,2,2,2,1,2,1,Severe
2,2,3,3,1,2,1,3,3,3,2,2,3,2,Extremely Severe
0,0,0,2,0,3,0,1,1,0,1,0,1,1,Mild
2,2,3,1,1,2,2,2,0,3,1,1,2,1,Severe
0,1,1,1,0,0,1,0,1,0,1,0,1,0,Normal
3,3,2,3,0,3,3,1,3,1,1,1,3,2,Extremely Severe
2,2,2,2,3,2,1,2,2,1,2,1,1,2,Severe
0,0,0,0,0,1,0,0,0,0,1,0,0,0,Normal
2,3,0,2,1,1,3,0,3,1,2,1,2,2,Severe
1,0,2,1,1,2,1,0,1,2,0,2,0,0,Mild
0,0,0,0,1,1,0,1,0,2,0,1,0,1,Normal
1,1,1,3,3,1,1,3,3,2,2,3,2,1,Severe
2,3,2,1,1,2,2,0,2,2,2,2,1,1,Severe
3,3,1,2,3,1,2,1,3,3,3,3,2,3,Extremely Severe
1,0,1,3,0,3,3,0,3,1,3,1,3,3,Severe
2,1,1,1,1,0,1,2,2,1,1,1,2,1,Moderate
1,1,1,3,3,3,2,1,1,3,1,3,1,3,Severe
1,1,0,1,1,1,1,0,1,1,1,0,1,1,Mild
2,0,1,2,1,2,2,2,2,2,1,3,2,1,Severe
1,2,2,3,1,2,2,3,1,3,1,0,1,0,Severe
3,3,3,3,2,1,3,3,2,2,3,2,1,2,Extremely Severe
1,1,1,1,0,0,1,0,1,1,0,0,0,1,Normal
2,1,1,2,0,0,2,2,1,1,0,1,1,0,Moderate
1,0,2,1,1,0,1,1,1,1,0,0,0,1,Mild
3,2,1,3,2,3,2,2,2,3,3,2,2,3,Extremely Severe
2,2,1,3,2,1,3,1,2,1,2,1,3,1,Severe
1,0,1,1,1,1,0,0,2,2,1,2,0,1,Mild
2,3,2,3,1,2,3,3,3,2,1,1,1,2,Extremely Severe
1,1,0,1,1,1,1,0,1,1,0,1,0,0,Normal
3,3,3,3,3,3,3,3,2,3,3,2,3,3,Extremely Severe
0,1,1,1,1,1,1,1,0,0,1,0,0,0,Normal
1,2,1,2,1,2,1,1,1,2,1,1,1,1,Moderate
2,2,1,3,1,2,2,1,2,1,2,2,1,0,Severe
1,3,2,2,1,3,2,1,1,2,1,2,1,1,Severe
1,3,1,1,1,1,0,0,0,0,0,1,0,1,Mild
1,1,0,1,0,1,1,1,1,1,1,1,0,1,Mild
1,0,1,1,0,0,0,1,1,3,1,1,1,0,Mild
3,3,3,3,2,3,3,3,1,1,3,1,3,1,Extremely Severe
2,0,0,1,1,0,2,0,0,1,1,0,1,0,Normal
0,0,0,1,0,0,0,0,1,0,0,0,0,0,Normal
0,0,0,0,0,0,0,0,0,1,0,0,0,0,Normal
1,1,1,1,1,2,0,1,0,0,3,2,0,1,Moderate
1,1,0,1,0,2,1,0,2,1,1,0,0,0,Mild
0,0,0,0,0,0,0,0,0,0,2,0,0,0,Normal
3,2,1,3,3,0,3,3,3,0,3,3,3,3,Extremely Severe
2,1,0,1,1,2,1,1,1,0,2,1,1,1,Moderate
3,2,1,3,1,1,3,1,3,2,2,2,1,1,Severe
1,1,0,1,0,1,1,1,1,1,1,0,0,0,Normal
0,1,0,1,0,0,0,0,0,0,0,0,0,0,Normal
0,1,1,1,1,3,1,1,1,1,1,1,1,1,Moderate
3,2,2,3,3,1,3,1,3,3,3,1,3,3,Extremely Severe
3,0,3,3,3,3,0,0,3,3,3,0,3,3,Extremely Severe
2,2,1,2,2,3,2,1,1,2,2,2,2,1,Severe
1,1,0,1,0,0,1,0,0,1,0,0,0,0,Normal
1,1,1,0,2,0,0,0,0,1,1,1,0,1,Normal
1,2,1,3,2,3,2,2,3,3,3,2,1,1,Extremely Severe
1,3,1,3,1,1,1,1,2,2,1,1,1,1,Moderate
1,1,1,2,2,1,2,0,2,1,1,1,1,1,Moderate
2,3,1,3,1,1,2,2,2,3,1,1,2,1,Severe
2,3,2,3,1,3,0,3,3,3,2,1,1,1,Extremely Severe
1,1,1,1,1,3,1,0,0,1,1,1,0,1,Mild
2,1,1,2,1,2,0,1,1,1,2,2,2,1,Moderate
3,3,1,3,3,3,1,2,1,3,3,2,3,3,Extremely Severe
3,3,3,3,3,3,3,3,3,3,3,3,1,3,Extremely Severe
2,2,2,2,2,3,1,1,2,2,3,2,1,1,Severe
2,2,3,3,3,1,2,3,3,3,3,3,2,3,Extremely Severe
2,2,1,3,1,1,2,2,1,2,1,1,1,0,Moderate
2,1,1,1,3,2,1,1,2,2,1,2,1,1,Severe
2,1,1,3,0,2,3,1,1,1,2,3,2,2,Severe
1,2,2,1,1,2,2,2,1,2,1,1,2,1,Severe
3,0,2,3,1,2,1,3,3,3,2,3,1,3,Extremely Severe
3,1,3,3,3,3,3,3,3,2,2,3,2,2,Extremely Severe
2,3,2,3,0,1,3,1,2,2,1,1,2,1,Severe
1,0,1,3,1,0,1,1,1,3,3,1,3,0,Moderate
2,1,2,2,1,2,0,1,1,2,1,1,1,1,Moderate
2,3,2,3,1,2,1,3,2,3,2,1,3,3,Extremely Severe
0,1,0,0,0,0,1,0,0,0,1,0,1,1,Normal
0,0,0,0,0,1,1,0,0,0,0,0,0,1,Normal
0,2,1,2,0,3,2,0,2,0,2,0,1,1,Moderate
0,0,1,2,1,0,1,0,1,1,1,1,3,1,Mild
1,1,3,1,3,0,0,2,1,2,2,2,0,3,Severe
1,1,2,1,1,3,0,1,1,1,1,1,1,1,Moderate
1,3,2,1,1,1,0,1,3,3,1,2,3,2,Severe
3,3,2,3,2,2,3,3,3,3,2,3,2,3,Extremely Severe
3,1,1,3,1,2,3,3,3,3,1,1,1,3,Extremely Severe
3,1,2,3,1,1,3,1,1,3,2,1,2,1,Severe
1,3,1,3,2,3,0,3,2,3,2,2,2,0,Severe
2,2,1,2,1,1,1,2,1,1,2,2,2,2,Severe
3,3,3,3,3,2,1,3,1,3,1,2,1,1,Extremely Severe
1,3,0,3,0,0,3,1,3,3,1,2,1,1,Severe
0,0,0,1,0,1,1,0,2,0,0,1,0,1,Normal
2,2,1,3,1,2,2,1,2,3,2,1,1,2,Severe
2,2,1,1,3,2,2,1,1,2,1,2,2,2,Severe
1,1,1,0,1,2,1,0,2,1,2,2,2,1,Moderate
1,1,1,2,0,3,2,1,0,2,1,1,3,1,Moderate
1,2,1,1,2,0,2,0,2,1,1,2,1,2,Moderate
2,3,2,3,3,3,3,1,3,2,2,2,2,2,Extremely Severe
3,2,3,2,3,2,2,3,3,3,2,2,2,3,Extremely Severe
0,1,1,1,0,2,0,0,2,0,3,0,1,1,Mild
2,2,1,3,1,3,3,1,3,1,3,0,1,2,Severe
3,3,3,3,2,3,3,3,2,3,3,3,3,3,Extremely Severe
3,3,3,3,3,3,0,2,3,3,3,3,3,3,Extremely Severe
1,3,1,3,1,3,2,3,3,3,1,1,1,1,Severe
3,3,3,3,2,2,3,1,3,3,2,3,2,3,Extremely Severe
2,3,1,3,1,1,1,2,0,3,2,1,2,3,Severe
1,0,1,1,1,2,1,0,1,1,1,1,0,1,Mild
3,3,3,2,3,3,2,3,2,3,3,3,2,1,Extremely Severe
2,1,3,3,2,2,3,2,2,3,1,2,2,3,Extremely Severe
3,2,1,3,1,2,3,0,1,2,1,2,1,1,Severe
1,1,0,2,2,1,2,0,2,0,1,1,1,1,Moderate
2,3,1,2,2,0,2,2,1,2,2,2,2,2,Severe
0,0,0,2,0,2,0,0,0,0,0,0,0,0,Normal
0,3,2,0,3,0,3,0,0,3,0,2,0,0,Moderate
2,1,1,2,2,1,0,2,1,1,0,1,1,2,Moderate
3,3,2,3,2,1,1,2,3,3,3,1,3,3,Extremely Severe
0,0,0,0,0,0,0,1,1,0,0,1,0,0,Normal
1,1,1,1,1,1,1,0,1,2,0,1,1,1,Mild
1,0,0,1,1,0,0,0,0,1,0,0,1,1,Normal
0,0,3,3,2,3,0,2,1,3,1,3,2,0,Severe
2,1,2,3,1,3,3,1,2,1,3,2,2,1,Severe
1,2,1,1,1,2,1,2,2,1,2,1,2,1,Moderate
1,2,0,3,2,1,1,1,1,1,2,0,1,0,Moderate
3,2,2,2,1,1,1,3,2,3,2,1,2,3,Extremely Severe
3,3,3,3,3,0,1,3,0,1,0,3,3,1,Severe
1,1,1,1,1,1,1,1,1,1,1,1,1,1,Moderate
2,1,1,2,0,1,3,1,1,2,2,0,1,1,Moderate
1,1,2,1,2,1,0,1,1,2,1,2,1,1,Moderate
2,2,2,2,3,3,3,1,1,2,1,2,2,1,Severe
0,1,1,0,0,0,0,0,1,0,0,0,1,1,Normal
2,1,1,2,2,2,3,1,1,1,1,1,1,0,Moderate
2,1,1,2,0,1,1,0,0,1,0,0,1,1,Mild
2,1,1,3,3,2,2,1,1,2,2,2,1,1,Severe
3,1,1,1,2,1,0,1,1,3,2,1,1,1,Moderate
2,2,1,1,2,1,3,1,3,0,2,2,1,2,Severe
2,1,2,2,1,3,2,2,2,2,2,2,2,2,Severe
2,1,1,0,2,3,3,1,1,1,1,1,2,0,Moderate
1,1,1,2,0,1,1,1,2,3,2,1,3,1,Moderate
2,3,1,3,1,3,1,1,3,1,1,0,1,2,Severe
3,2,2,1,1,3,0,1,3,3,2,2,1,1,Severe
3,1,1,2,1,2,3,2,0,3,0,2,1,2,Severe
0,0,0,0,0,1,0,1,0,1,0,0,1,1,Normal
2,0,1,3,1,2,2,1,2,1,1,1,1,1,Moderate
1,0,0,3,0,2,3,1,2,0,0,1,0,1,Moderate
3,3,2,3,1,3,3,1,3,3,3,1,1,2,Extremely Severe
1,1,0,0,1,0,0,0,0,1,0,0,0,0,Normal
3,3,2,3,3,3,2,3,1,2,3,3,2,3,Extremely Severe
3,3,2,3,2,3,1,2,1,3,1,1,1,1,Severe
2,1,1,2,1,3,2,1,1,2,2,1,1,1,Severe
2,2,1,1,1,2,2,1,1,1,2,1,2,1,Moderate
1,1,1,2,1,1,1,0,0,0,1,1,1,1,Mild
0,1,2,2,3,2,0,0,0,1,1,1,1,2,Moderate
1,1,1,1,1,1,1,0,1,1,1,0,0,1,Mild
0,0,0,1,1,1,0,0,2,0,1,1,0,0,Normal
1,0,1,0,2,1,1,0,0,0,0,0,1,0,Normal
2,1,1,2,2,2,2,1,2,2,3,1,3,2,Severe
3,3,1,3,0,3,3,3,3,3,3,3,0,1,Extremely Severe
1,1,2,3,3,2,3,1,2,2,2,2,0,2,Severe
0,0,0,3,0,2,0,0,3,0,3,2,2,0,Moderate
1,1,0,1,1,1,1,0,0,0,1,0,1,0,Normal
2,2,1,1,0,1,1,1,1,0,1,1,1,1,Moderate
2,2,1,2,1,2,2,1,2,2,2,1,1,2,Severe
2,3,2,2,1,3,2,1,1,2,1,2,1,2,Severe
0,0,0,1,0,3,0,0,0,1,0,0,0,1,Normal
3,2,0,3,3,3,0,3,3,2,3,3,3,3,Extremely Severe
2,2,2,2,2,3,2,2,2,2,2,3,3,3,Extremely Severe
1,1,0,1,2,1,0,0,0,2,1,1,0,2,Mild
1,1,1,1,1,0,1,1,2,1,1,1,1,1,Moderate
2,2,2,2,2,2,0,1,3,2,3,2,2,1,Severe
3,3,1,1,0,3,1,0,0,3,1,0,1,0,Moderate
3,3,3,3,2,2,3,2,3,3,3,2,1,0,Extremely Severe
1,1,1,3,2,3,3,0,2,1,1,2,2,2,Severe
3,1,2,2,3,3,1,1,1,3,3,2,0,2,Severe
3,1,1,3,1,3,1,1,1,2,1,3,1,2,Severe
1,2,1,2,1,1,0,0,3,1,0,1,1,3,Moderate
3,1,0,3,1,1,1,2,2,2,1,2,2,1,Severe
1,2,1,2,1,3,1,1,1,2,2,1,1,1,Moderate
3,1,1,3,1,3,1,0,3,2,2,1,0,3,Severe
1,2,1,1,0,3,1,1,1,1,1,0,1,1,Moderate
2,1,1,3,1,0,2,2,1,3,3,2,1,2,Severe
3,3,3,3,3,3,3,3,3,3,3,2,3,2,Extremely Severe
2,3,1,3,0,3,3,1,2,1,3,3,0,3,Extremely Severe
3,1,2,2,2,0,2,2,2,2,2,2,1,1,Severe
3,3,3,3,3,3,3,3,3,2,3,3,3,3,Extremely Severe
2,0,0,0,0,2,1,0,0,0,0,2,0,2,Normal
2,0,0,2,2,0,1,0,0,1,1,1,0,1,Mild
3,3,3,2,2,3,3,3,3,3,2,1,2,2,Extremely Severe
2,1,2,3,0,1,3,1,1,1,2,1,3,3,Severe
1,2,1,1,1,3,1,3,2,2,1,2,1,2,Severe
1,3,1,1,2,0,1,2,1,1,0,0,1,1,Moderate
1,2,2,1,1,2,1,1,1,2,1,1,1,1,Moderate
3,1,3,3,3,3,0,0,3,3,1,3,1,3,Extremely Severe
1,0,0,1,0,0,1,0,1,0,0,0,0,1,Normal
1,0,1,3,0,3,1,0,3,1,2,0,1,1,Moderate
3,2,3,3,3,0,2,3,3,3,3,3,3,3,Extremely Severe
2,2,3,2,2,1,2,1,2,3,1,3,1,1,Severe
3,1,1,3,3,2,3,2,2,3,2,3,2,2,Extremely Severe
1,1,1,1,0,1,1,0,1,1,1,0,0,0,Normal
2,3,2,3,2,3,2,2,3,3,3,2,2,2,Extremely Severe
1,2,1,1,1,2,0,1,0,2,1,0,1,1,Moderate
0,1,0,1,0,2,1,1,1,1,1,1,1,0,Mild
1,1,3,1,1,3,1,2,3,1,3,1,1,3,Severe
1,1,2,3,1,3,3,1,1,2,2,1,2,2,Severe
2,2,1,1,0,1,1,1,1,3,1,1,1,0,Moderate
2,3,2,2,2,3,2,3,3,3,2,1,3,3,Extremely Severe
1,1,0,1,1,1,2,0,1,0,2,1,2,1,Moderate
2,0,2,2,0,2,0,0,1,1,0,1,1,1,Mild
2,3,1,1,2,3,0,2,2,3,2,2,1,0,Severe
1,1,1,1,1,0,1,0,1,1,0,0,1,0,Normal
3,1,3,3,3,2,2,2,3,1,2,1,2,2,Extremely Severe
1,2,0,2,0,1,3,1,3,1,2,2,1,0,Moderate
1,2,2,3,1,1,2,0,1,1,2,2,1,1,Moderate
1,1,1,2,1,1,0,0,1,1,1,1,1,1,Mild
0,1,1,0,0,2,1,3,1,0,1,2,2,0,Moderate
2,3,2,2,2,3,1,2,2,3,2,2,1,2,Extremely Severe
0,2,0,0,1,0,0,1,1,0,0,2,0,0,Normal
1,0,1,3,3,2,2,1,1,1,1,1,3,0,Moderate
1,3,1,0,2,1,1,0,2,3,2,2,0,0,Moderate
2,0,1,2,1,3,1,1,3,2,3,2,2,1,Severe
2,0,1,3,2,3,2,1,2,2,0,2,1,1,Severe
2,1,1,2,2,1,2,1,0,2,1,1,0,1,Moderate
1,1,0,1,1,0,0,1,0,1,0,1,0,0,Normal
3,3,3,3,3,0,1,1,1,3,1,2,3,1,Extremely Severe
3,3,3,3,2,2,3,3,1,3,1,1,3,0,Extremely Severe
0,3,3,2,3,0,3,2,3,3,1,1,2,3,Extremely Severe
1,1,2,3,0,3,2,1,2,1,3,1,1,2,Severe
1,1,0,1,0,0,1,0,1,0,1,1,1,1,Normal
3,3,3,3,3,3,3,2,3,2,1,2,0,2,Extremely Severe
2,0,0,1,0,1,2,0,0,1,0,0,1,0,Normal
1,1,1,3,2,0,1,1,2,1,0,1,1,1,Moderate
2,2,2,2,1,2,2,2,2,2,2,2,2,2,Severe
1,1,1,1,3,3,1,1,1,1,1,1,0,1,Moderate
3,3,3,3,3,3,3,3,3,3,3,3,3,3,Extremely Severe
3,1,2,3,3,3,1,2,3,3,1,3,2,3,Extremely Severe
1,1,1,1,0,0,2,1,2,1,0,1,0,0,Mild
2,2,2,2,1,3,0,3,3,3,2,1,1,2,Severe
2,2,1,2,1,2,3,1,1,1,2,1,2,1,Severe
0,1,0,0,3,2,0,0,0,1,1,2,1,2,Mild
1,0,1,1,1,2,1,0,1,1,2,0,2,0,Mild
2,0,3,3,2,0,3,1,3,1,1,2,0,3,Severe
1,1,0,0,0,1,1,0,0,0,0,0,1,0,Normal
1,1,1,2,2,3,1,2,1,1,1,2,2,1,Severe
1,1,2,1,0,1,2,1,1,2,2,0,1,0,Moderate
2,0,1,3,0,1,3,0,1,1,3,0,3,0,Moderate
3,3,3,3,3,3,3,3,3,3,3,3,3,3,Extremely Severe
2,1,2,3,2,1,2,2,2,2,2,2,1,2,Severe
1,1,2,1,1,1,0,0,1,2,0,1,0,0,Mild
1,0,1,2,1,0,1,1,0,2,0,1,0,0,Mild
3,3,2,3,1,3,0,2,1,1,1,1,1,3,Severe
0,0,0,0,1,0,0,0,0,0,0,0,0,0,Normal
1,2,2,3,1,2,2,2,1,3,2,1,2,1,Severe
2,2,2,3,2,3,3,2,2,2,2,3,2,3,Extremely Severe
1,0,1,1,0,0,0,0,1,2,1,0,0,1,Normal
3,2,1,3,2,1,3,2,2,3,2,1,3,3,Extremely Severe
3,2,1,3,1,3,1,1,1,2,2,1,1,1,Severe
3,3,1,3,2,3,2,2,2,2,2,1,2,0,Extremely Severe
2,1,1,3,0,1,2,1,1,2,1,0,0,1,Moderate
3,2,2,3,2,3,2,2,3,3,3,2,1,2,Extremely Severe
2,2,3,3,3,3,3,3,2,3,0,3,2,2,Extremely Severe
2,2,2,2,2,2,2,2,1,2,2,2,2,2,Severe
0,0,0,0,0,1,0,0,0,0,0,0,0,0,Normal
3,3,3,3,3,3,3,3,3,3,3,3,3,2,Extremely Severe
3,2,3,3,3,3,3,2,2,1,2,1,2,2,Extremely Severe
3,3,3,3,3,3,3,3,3,3,3,3,3,3,Extremely Severe
3,2,2,3,2,3,3,1,2,3,2,2,3,1,Extremely Severe
1,0,2,1,0,1,1,1,1,0,1,1,1,1,Mild
2,1,0,1,0,2,2,0,1,1,1,0,0,0,Mild
1,1,0,0,1,0,1,1,1,1,1,1,1,0,Mild
3,3,3,3,3,3,3,3,3,3,3,3,3,3,Extremely Severe
0,1,0,1,0,1,1,0,0,1,0,0,0,2,Normal
3,3,1,3,1,3,2,1,2,3,1,2,1,1,Severe
